time,realx,realy,realt, predx,predy,predt,sdx,sdy,sdt
0.0030002,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.0460026,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.0600034,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.0720041,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.0840048,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.0950054,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.1170067,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.1290074,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.1410081,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.1530088,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.1910109,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.2580148,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.2730156,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.2860164,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.298017,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.3110178,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.3240185,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.3370193,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.3510201,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.3630208,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.3790217,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.4110235,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.4350249,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.4490257,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.4630265,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.4880279,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.5020287,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.5160295,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.5330305,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.5560318,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.5870336,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.6010344,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.6150352,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.6580376,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
0.6730385,0,0,0,0,0,0,0.122950209754776,0.0709101861823073,0.0802971921688075
