time,motorSignalL,motorSignalR,diffEncoderPulseL,diffEncoderPulseR,desiredRotRateL,desiredRotRateL
0.0100063,0,0,0,0,-349,-349
0.0250171,0,0,0,0,-349,-349
0.0410267,0,0,0,0,-349,-349
0.0670439,0,0,0,0,-349,-349
0.0870595,0,0,0,0,-349,-349
0.1050705,0,0,0,0,-349,-349
0.1220859,0,0,0,0,-349,-349
0.1380982,0,0,0,0,-349,-349
0.1621113,0,0,0,0,-349,-349
0.179132,0,0,0,0,-349,-349
0.1971386,0,0,0,0,-349,-349
0.218152,0,0,0,0,-349,-349
0.2371666,0,0,0,0,-349,-349
0.2751941,0,0,0,0,-349,-349
0.2922202,0,0,0,0,-349,-349
0.308216,0,0,0,0,-349,-349
0.325227,0,0,0,0,-349,-349
0.358252,0,0,0,0,-349,-349
0.3742625,0,0,0,0,-349,-349
0.3922905,0,0,0,0,-349,-349
0.4083063,0,0,0,0,-349,-349
0.4253003,0,0,0,0,-349,-349
0.4413131,0,0,0,0,-349,-349
0.4633256,0,0,0,0,-349,-349
0.4843407,0,0,0,0,-349,-349
0.5043831,0,0,0,0,-349,-349
0.5223673,0,0,0,0,-349,-349
0.53738,0,0,0,0,-349,-349
0.5664004,0,0,0,0,-349,-349
0.5824136,0,0,0,0,-349,-349
0.5994219,0,0,0,0,-349,-349
0.6224389,0,0,0,0,-349,-349
0.6384614,0,0,0,0,-349,-349
0.6784828,0,0,0,0,-349,-349
0.6964929,0,0,0,0,-349,-349
0.7155048,0,0,0,0,-349,-349
0.7375205,0,0,0,0,-349,-349
0.7675423,0,0,0,0,-349,-349
0.7855542,0,0,0,0,-349,-349
0.805572,0,0,0,0,-349,-349
0.8225838,0,0,0,0,-349,-349
0.8395926,0,0,0,0,-349,-349
0.862611,0,0,0,0,-349,-349
0.8856258,0,0,0,0,-349,-349
0.9046511,0,0,0,0,-349,-349
0.9216585,0,0,0,0,-349,-349
0.9396664,0,0,0,0,-349,-349
0.9566948,0,0,0,0,-349,-349
0.9767019,0,0,0,0,-349,-349
0.9937026,0,0,0,0,-349,-349
1.024724,0,0,0,0,-349,-349
1.0577477,0,0,0,0,-349,-349
1.0877694,0,0,0,0,-349,-349
1.1137875,0,0,0,0,-349,-349
1.1318012,0,0,0,0,-349,-349
1.1818372,16383,25000,0,0,0,184
1.2008496,16383,25000,0,0,0,184
1.222867,16383,25000,0,0,0,184
1.2398954,16383,25000,0,0,0,184
1.2889336,16383,25000,0,0,0,184
1.3079291,16383,25000,0,0,0,184
1.3269388,16383,25000,0,0,0,184
1.3449516,16383,25000,0,0,0,184
1.3619675,16383,25000,0,0,0,184
1.3799794,16383,25000,0,0,0,184
1.3999914,16383,25000,0,0,0,184
1.4210056,16383,25000,0,0,0,184
1.4400194,16383,25000,0,0,0,184
1.458034,16383,25000,0,0,0,184
1.4760472,16383,25000,0,0,0,184
1.5100692,16383,25000,0,0,0,184
1.5320853,16383,25000,0,0,0,184
1.5901261,16383,25000,0,0,0,184
