time,motorSignalL,motorSignalR,diffEncoderPulseL,diffEncoderPulseR,desiredRotRateL,desiredRotRateL
0.0190111,0,0,0,0,-349,-349
0.034022,0,0,0,0,-349,-349
0.0500351,0,0,0,0,-349,-349
0.0640451,0,0,0,0,-349,-349
0.080056,0,0,0,0,-349,-349
0.0960678,0,0,0,0,-349,-349
0.1110859,0,0,0,0,-349,-349
0.1281084,0,0,0,0,-349,-349
0.144102,0,0,0,0,-349,-349
0.1611116,0,0,0,0,-349,-349
0.1771422,0,0,0,0,-349,-349
0.1941375,0,0,0,0,-349,-349
0.2101676,0,0,0,0,-349,-349
0.2401689,0,0,0,0,-349,-349
0.2551784,0,0,0,0,-349,-349
0.2711929,0,0,0,0,-349,-349
0.2932068,0,0,0,0,-349,-349
0.3092172,0,0,0,0,-349,-349
0.3262296,0,0,0,0,-349,-349
0.3432419,0,0,0,0,-349,-349
0.3582523,0,0,0,0,-349,-349
0.3772986,0,0,0,0,-349,-349
0.3932778,0,0,0,0,-349,-349
0.4172958,0,0,0,0,-349,-349
0.4333054,0,0,0,0,-349,-349
0.4533192,0,0,0,0,-349,-349
0.4703315,0,0,0,0,-349,-349
0.4863442,0,0,0,0,-349,-349
0.5043614,0,0,0,0,-349,-349
0.5203675,0,0,0,0,-349,-349
0.5383803,0,0,0,0,-349,-349
0.5544104,0,0,0,0,-349,-349
0.5724098,0,0,0,0,-349,-349
0.6104328,0,0,0,0,-349,-349
0.6374513,0,0,0,0,-349,-349
0.6685066,0,0,0,0,-349,-349
0.6945175,0,0,0,0,-349,-349
0.7235187,0,0,0,0,-349,-349
0.7445271,0,0,0,0,-349,-349
0.8035702,0,0,0,0,-349,-349
0.8726181,0,0,0,0,-349,-349
0.8956423,0,0,0,0,-349,-349
0.9116452,0,0,0,0,-349,-349
0.9326617,0,0,0,0,-349,-349
0.9546769,0,0,0,0,-349,-349
0.980694,0,0,0,0,-349,-349
1.0057151,0,0,0,0,-349,-349
1.0267307,0,0,0,0,-349,-349
1.055748,0,0,0,0,-349,-349
1.0797655,0,0,0,0,-349,-349
1.125817,0,0,0,0,-349,-349
1.1488143,0,0,0,0,-349,-349
1.1948497,0,0,0,0,-349,-349
1.2138634,0,0,0,0,-349,-349
1.2328736,0,0,0,0,-349,-349
1.2658986,0,0,0,0,-349,-349
1.2879152,0,0,0,0,-349,-349
1.3269413,0,0,0,0,-349,-349
1.3469578,0,0,0,0,-349,-349
1.365971,0,0,0,0,-349,-349
1.3849848,0,0,0,0,-349,-349
1.4160035,0,0,0,0,-349,-349
1.4330158,0,0,0,0,-349,-349
1.4540309,0,0,0,0,-349,-349
1.4730447,0,0,0,0,-349,-349
1.4930589,0,0,0,0,-349,-349
1.5160781,0,0,0,0,-349,-349
1.5651092,16383,4383,0,0,0,-256
1.5951323,16383,4383,0,0,0,-256
1.6131437,16383,4383,0,0,0,-256
1.6291564,16383,4383,0,0,0,-256
1.6471795,16383,4383,0,0,0,-256
1.6651825,16383,4383,0,0,0,-256
1.6872021,16383,4383,0,0,0,-256
1.7052194,16383,4383,0,0,0,-256
1.7262444,16383,4383,0,0,0,-256
1.7442393,16383,4383,0,0,0,-256
1.7652527,16383,4383,0,0,0,-256
1.7832815,16383,4383,0,0,0,-256
1.8162896,16383,4383,0,20,0,-256
1.8333001,16383,4383,0,0,0,-256
1.8493111,16383,4383,0,0,0,-256
1.8663274,16383,4383,0,0,0,-256
1.8893399,16383,4383,0,0,0,-256
1.9083555,16383,4383,0,0,0,-256
1.9353758,16383,4383,0,22,0,-256
1.951384,16383,4383,0,0,0,-256
1.9704321,16383,4383,0,0,0,-256
2.0044232,16383,4383,0,26,0,-256
2.0214333,16383,4383,0,0,0,-256
2.0394466,16383,4383,0,0,0,-256
2.0574598,16383,4383,0,0,0,-256
2.0744717,16383,4383,0,0,0,-256
